id,Word,Part of Speech,Level,Topic_raw
500003418,insist,020000004,021000003,Politics and society
500003419,inspect,020000004,021000004,Politics and society
500003420,inspection,020000003,021000003,Politics and society
500003421,inspector,020000003,021000004,People; Politics and society; Travel
500003422,inspiration,020000003,021000002,Culture; Notions
500003423,inspirational,020000001,021000004,Leisure
500003424,inspire,020000004,021000003,Culture
500003425,install/instal,020000004,021000003,Science and technology
500003426,instance,020000003,021000003,Communication
500003427,instant,020000001,021000002,Time and space
500003428,instantly,020000002,021000004,Notions
500003429,instead,020000002,021000002,Time and space
500003430,instill/instil,020000004,021000004,Notions
500003431,instinct,020000003,021000004,Science and technology
500003432,institute,020000003,021000003,People
500003433,institution,020000003,021000004,People
500003434,instruct,020000004,021000004,Work and business
500003435,instruction,020000003,021000003,Science and technology
500003436,instructor,020000003,021000003,People; Travel
500003437,instrument,020000003,021000002,Culture; Science and technology
500003438,insufficient,020000001,021000004,Functions
500003439,insult,020000003,021000004,Time and space
500003440,insult,020000004,021000004,Time and space
500003441,insurance,020000003,021000003,Travel; Work and business
500003442,integrate,020000004,021000004,Politics and society
500003443,intellectual,020000001,021000004,Functions
500003444,intellectual,020000003,021000004,Functions
500003445,intelligence,020000003,021000002,People
500003446,intelligent,020000001,021000002,People
500003447,intend,020000004,021000003,Functions
500003448,intense,020000001,021000003,Appearance
500003449,intensive,020000001,021000003,The natural world
500003450,intent,020000001,021000004,Notions
500003451,intention,020000003,021000003,Functions
500003452,intentionally,020000002,021000003,Notions
500003453,interact,020000004,021000003,Work and business
500003454,interaction,020000003,021000003,Work and business
500003455,interactive,020000001,021000004,Science and technology
500003456,interest,020000003,021000002,Leisure; People
500003457,interest,020000004,021000003,Leisure; People
500003458,interested,020000001,021000001,Notions
500003459,interesting,020000001,021000001,Notions
500003460,interfere,020000004,021000004,Politics and society
500003461,interior,020000003,021000004,Homes and buildings
500003462,intermediate,020000001,021000003,Communication
500003463,intermission,020000003,021000003,Culture
500003464,internal,020000001,021000003,Health
500003465,international,020000001,021000002,Politics and society; Travel
500003466,internationally,020000002,021000003,Politics and society
500003467,Internet/internet,020000003,021000001,Communication; Leisure
500003468,interpersonal,020000001,021000004,Politics and society
500003469,interpret,020000004,021000004,Sport
500003470,interpretation,020000003,021000004,Culture
500003471,interpreter,020000003,021000004,Science and technology
500003472,interrupt,020000004,021000003,Communication
500003473,interruption,020000003,021000004,Time and space
500003474,intersection,020000003,021000004,Time and space
500003475,interval,020000003,021000003,Culture; Health; Sport
500003476,interview,020000003,021000001,Culture
500003477,interview,020000004,021000003,Culture
500003478,interviewee,020000003,021000003,Notions
500003479,interviewer,020000003,021000001,People
500003480,intimate,020000001,021000004,People
500003481,intransitive,020000001,021000004,Communication
500003482,intravenous,020000001,021000004,Health
500003483,introduce,020000004,021000001,Culture
500003484,introduction,020000003,021000003,Culture
500003485,intrude,020000004,021000004,Notions
500003486,intruder,020000003,021000004,Homes and buildings
500003487,intrusion,020000003,021000004,Politics and society
500003488,invade,020000004,021000002,Politics and society
500003489,invariable,020000001,021000004,Notions
500003490,invariably,020000002,021000004,Notions
500003491,invasion,020000003,021000003,Politics and society; Time and space
500003492,invent,020000004,021000002,People
500003493,invention,020000003,021000002,Time and space
500003494,inventor,020000003,021000004,People
500003495,inverted commas,020000003,021000004,Communication
500003496,invest,020000004,021000003,Notions
500003497,investigate,020000004,021000004,Science and technology
500003498,investigation,020000003,021000003,Politics and society
500003499,investigator,020000003,021000004,Politics and society
500003500,investment,020000003,021000004,Notions
500003501,investor,020000003,021000004,People
500003502,invisible,020000001,021000004,Politics and society
500003503,invitation,020000003,021000003,People
500003504,invite,020000004,021000002,Politics and society
500003505,invitingly,020000002,021000004,Food and drink
500003506,invoke,020000004,021000004,Functions
500003507,involuntarily,020000002,021000003,Functions
500003508,involve,020000004,021000003,Communication
500003509,involved,020000001,021000003,Time and space
500003510,involvement,020000003,021000004,Time and space
500003511,iron,020000003,021000003,Homes and buildings; Science and technology; Sport
500003512,iron,020000004,021000003,Homes and buildings
500003513,ironically,020000002,021000004,Communication
500003514,ironing,020000003,021000003,Homes and buildings
500003515,irrational,020000001,021000004,Notions
500003516,irregular,020000001,021000003,Communication
500003517,irresistible,020000001,021000004,Functions
500003518,irresistibly,020000002,021000004,Notions
500003519,irresponsible,020000001,021000004,Notions
500003520,irritate,020000004,021000003,Health; People
500003521,irritated,020000001,021000004,People
500003522,irritating,020000001,021000004,Notions
500003523,irritation,020000003,021000004,Health
500003524,island,020000003,021000001,Homes and buildings; The natural world
500003525,islander,020000003,021000004,People
500003526,isle,020000003,021000003,Homes and buildings; People
500003527,isolation,020000003,021000003,Health; People
500003528,issue,020000003,021000002,Functions; Politics and society
500003529,issue,020000004,021000004,Politics and society
500003530,IT,020000003,021000002,Science and technology
500003531,italicize/italicise,020000004,021000004,People
500003532,itch,020000004,021000004,Appearance
500003533,item,020000003,021000001,Culture; Leisure
500003534,ivory,020000003,021000003,Appearance
500003535,jacket,020000003,021000001,Appearance; Culture
500003536,jade,020000003,021000003,Appearance
500003537,jail/gaol,020000003,021000003,Politics and society
500003538,jam,020000003,021000002,Food and drink; Science and technology; Travel
500003539,jam,020000004,021000004,Culture; Science and technology
500003540,January,020000003,021000001,Time and space
500003541,jar,020000003,021000003,Food and drink
500003542,jaw,020000003,021000004,Animals; Appearance
500003543,jazz,020000003,021000003,Culture
500003544,jealous,020000001,021000003,People
500003545,jealously,020000002,021000004,Notions
500003546,jeans,020000003,021000001,Appearance
500003547,jelly,020000003,021000002,Food and drink
500003548,jeopardize/jeopardise,020000004,021000004,Notions
500003549,jet,020000003,021000001,Travel
500003550,jewel,020000003,021000003,Appearance
500003551,jeweler/jeweller,020000003,021000004,Leisure
500003552,jewelry/jewellery,020000003,021000001,Appearance; Leisure
500003553,job,020000003,021000001,Politics and society
500003554,jog,020000003,021000004,Health
500003555,jog,020000004,021000003,Health; Leisure
500003556,jogging,020000003,021000003,Health; Leisure
500003557,join,020000004,021000001,Work and business
500003558,joint,020000001,021000003,Functions
500003559,joint,020000003,021000004,Appearance; Food and drink; Politics and society
500003560,joke,020000003,021000002,Communication
500003561,joke,020000004,021000003,Communication
500003562,journal,020000003,021000003,Culture; Science and technology
500003563,journalism,020000003,021000004,Culture
500003564,journalist,020000003,021000003,Culture
500003565,journey,020000003,021000002,Travel
500003566,joy,020000003,021000002,Notions; People
500003567,judge,020000003,021000003,Functions; Politics and society
500003568,judge,020000004,021000001,Functions; Politics and society
500003569,judgment/judgement,020000003,021000003,Functions; Politics and society
500003570,judo,020000003,021000004,Sport
500003571,jug,020000003,021000003,Homes and buildings; Travel
500003572,juice,020000003,021000001,Food and drink
500003573,juicy,020000001,021000003,Food and drink
500003574,July,020000003,021000001,Time and space
500003575,jump,020000003,021000004,Notions; Sport
500003576,jump,020000004,021000001,Notions; People; Sport
500003577,jumper,020000003,021000003,Appearance
500003578,June,020000003,021000001,Time and space
500003579,jungle,020000003,021000003,Culture; Notions; The natural world
500003580,junior,020000001,021000002,People; Sport
500003581,junk,020000003,021000002,Travel
500003582,junk food,020000003,021000004,Food and drink
500003583,juror,020000003,021000004,Notions
500003584,jury,020000003,021000004,Politics and society
500003585,just,020000002,021000001,Functions; Time and space
500003586,justice,020000003,021000003,Politics and society
500003587,justify,020000004,021000004,Politics and society
500003588,kangaroo,020000003,021000004,Animals
500003589,karaoke,020000003,021000004,Culture
500003590,keen,020000001,021000004,Functions; People
500003591,keep,020000004,021000001,The natural world
500003592,keeper,020000003,021000004,Sport
500003593,kerosene,020000003,021000004,Notions
500003594,kettle,020000003,021000003,Food and drink
500003595,key,020000001,021000001,Culture; Science and technology
500003596,key,020000003,021000001,Culture; Science and technology
500003597,keyboard,020000003,021000003,Culture; Science and technology
500003598,keystroke,020000003,021000004,Science and technology
500003599,kick,020000003,021000001,Appearance
500003600,kick,020000004,021000001,Sport
500003601,kid,020000003,021000001,Animals; People
500003602,kid,020000004,021000003,People
500003603,kill,020000004,021000001,Politics and society
500003604,killer,020000003,021000002,Politics and society
500003605,killing,020000003,021000003,Politics and society
500003606,kilo,020000003,021000002,Food and drink; Science and technology
500003607,kilogram/kilogramme,020000003,021000002,Food and drink; Science and technology
500003608,kilometer/kilometre,020000003,021000002,Science and technology
500003609,kind,020000001,021000002,People
500003610,kind,020000003,021000001,People
500003611,kindly,020000001,021000002,People
500003612,kindly,020000002,021000003,People
500003613,kindness,020000003,021000003,People
500003614,king,020000003,021000001,Leisure; Politics and society; Time and space
500003615,kingdom,020000003,021000002,Time and space
500003616,kiss,020000003,021000001,People
500003617,kiss,020000004,021000003,People
500003618,kit,020000003,021000002,Appearance
500003619,kitchen,020000003,021000001,Food and drink; Homes and buildings
500003620,kite,020000003,021000001,Animals; Leisure
500003621,kitten,020000003,021000003,Animals
500003622,knee,020000003,021000001,Appearance
500003623,kneel,020000004,021000004,Health
500003624,knife,020000003,021000001,Food and drink
500003625,knit,020000004,021000003,Leisure
500003626,knock,020000003,021000002,Notions
500003627,knock,020000004,021000003,Health; People
500003628,knot,020000003,021000004,Appearance; Science and technology
500003629,know,020000004,021000001,Functions
500003630,knowingly,020000002,021000004,Functions
500003631,knowledge,020000003,021000002,People
500003632,known,020000001,021000004,Politics and society
500003633,lab,020000003,021000003,Homes and buildings; Science and technology
500003634,label,020000003,021000004,Appearance
500003635,labor/labour,020000003,021000002,People; Politics and society
500003636,laboratory,020000003,021000003,People; Science and technology
500003637,laborer/labourer,020000003,021000004,The natural world
500003638,lack,020000003,021000002,Communication
500003639,lack,020000004,021000004,Communication
500003640,ladder,020000003,021000003,Appearance; Homes and buildings
500003641,lady,020000003,021000001,Politics and society
500003642,lake,020000003,021000002,The natural world
500003643,lamb,020000003,021000003,Animals; Food and drink
500003644,lame,020000001,021000004,Leisure
500003645,lamp,020000003,021000002,Homes and buildings
500003646,lance,020000003,021000004,Appearance
500003647,land,020000003,021000003,Notions; Time and space; Travel
500003648,land,020000004,021000002,Notions; Time and space; Travel
500003649,landing,020000003,021000004,Homes and buildings; Time and space; Travel
500003650,landlady,020000003,021000004,Homes and buildings
500003651,landlord,020000003,021000003,Homes and buildings
500003652,landscape,020000003,021000002,Culture; Science and technology; The natural world
500003653,landslide,020000003,021000004,Politics and society; The natural world
500003654,lane,020000003,021000002,Sport; Travel
500003655,language,020000003,021000001,Communication; Science and technology
500003656,lap,020000003,021000004,Appearance; Sport
500003657,laptop,020000003,021000004,Science and technology
500003658,large,020000001,021000001,Food and drink
500003659,largely,020000002,021000003,Notions
500003660,lark,020000003,021000004,Animals
500003661,laser,020000003,021000004,Science and technology
500003662,last,020000002,021000003,Time and space
500003663,last,020000004,021000003,Time and space
500003664,last minute,020000003,021000004,Time and space
500003665,last name,020000003,021000001,People
500003666,lasting,020000001,021000003,Appearance
500003667,lastly,020000002,021000004,Time and space
500003668,last-minute,020000001,021000004,Time and space
500003669,late,020000001,021000001,Time and space
500003670,late,020000002,021000001,Time and space
500003671,latecomer,020000003,021000003,Time and space
500003672,lately,020000002,021000003,Time and space
500003673,later,020000001,021000004,Time and space
500003674,later,020000002,021000001,Time and space
500003675,latest,020000001,021000002,Notions
500003676,latter,020000001,021000004,Time and space
500003677,latter,020000002,021000002,Time and space
500003678,laugh,020000003,021000003,People
500003679,laugh,020000004,021000001,Notions; People
500003680,laughter,020000003,021000003,Communication
500003681,launch,020000004,021000003,Time and space; Travel
500003682,laundry,020000003,021000004,Work and business
500003683,lava,020000003,021000004,The natural world
500003684,law,020000003,021000002,Functions; People; Politics and society; Science and technology
500003685,lawful,020000001,021000003,Functions; Politics and society
500003686,lawmaker,020000003,021000004,People; Work and business
500003687,lawn,020000003,021000004,Homes and buildings
500003688,lawsuit,020000003,021000004,Politics and society
500003689,lawyer,020000003,021000002,Politics and society
500003690,lay,020000004,021000003,Animals
500003691,layabout,020000003,021000004,People
500003692,layer,020000003,021000003,Time and space
500003693,laziness,020000003,021000002,Work and business
500003694,lazy,020000001,021000001,People
500003695,lead,020000001,021000003,Culture; Notions; Science and technology; Sport
500003696,lead,020000003,021000002,Culture; Science and technology; Sport
500003697,lead,020000004,021000003,Notions
500003698,leader,020000003,021000001,Politics and society; Sport
500003699,leadership,020000003,021000003,People; Politics and society
500003700,leading,020000001,021000003,Notions
500003701,leaf,020000003,021000001,Culture; The natural world
500003702,leaflet,020000003,021000004,Culture
500003703,league,020000003,021000003,Politics and society; Sport
500003704,leak,020000003,021000004,Appearance
500003705,leak,020000004,021000004,Appearance
500003706,lean,020000001,021000003,Appearance; Food and drink
500003707,lean,020000004,021000004,Appearance; Food and drink
500003708,leap,020000003,021000004,Notions
500003709,leap,020000004,021000003,Notions
500003710,learn,020000004,021000001,People
500003711,learner,020000003,021000002,People; Travel
500003712,learning,020000003,021000004,People
500003713,lease,020000003,021000004,Homes and buildings; Politics and society
500003714,leash,020000003,021000004,Animals
500003715,least,020000002,021000003,Appearance
500003716,leather,020000003,021000002,Appearance
500003717,leave,020000003,021000003,Functions
500003718,leave,020000004,021000001,People
500003719,lecture,020000003,021000003,People
500003720,lecturer,020000003,021000004,People
500003721,leek,020000003,021000004,Food and drink
500003722,left,020000001,021000001,Politics and society
500003723,left,020000002,021000002,Politics and society
500003724,left,020000003,021000002,Politics and society
500003725,left-hand,020000001,021000002,Time and space
500003726,leg,020000003,021000001,Appearance; Sport
500003727,legal,020000001,021000003,Functions; Politics and society
500003728,legally,020000002,021000003,Functions; Politics and society
500003729,legend,020000003,021000004,Culture
500003730,legendary,020000001,021000004,Politics and society
500003731,legislate,020000004,021000004,Politics and society
500003732,legislation,020000003,021000004,Politics and society
500003733,legislative,020000001,021000004,Politics and society
500003734,legislator,020000003,021000004,Politics and society
500003735,legislature,020000003,021000004,Politics and society
500003736,legitimate,020000001,021000004,Functions; People; Politics and society
500003737,leisure,020000003,021000002,Leisure
500003738,leisurely,020000002,021000004,Notions
500003739,lemon,020000003,021000002,Appearance; Food and drink
500003740,lemonade,020000003,021000002,Food and drink
500003741,lend,020000004,021000002,Homes and buildings
500003742,length,020000003,021000003,Science and technology; Sport
500003743,lengthen,020000004,021000004,Notions
500003744,lengthy,020000001,021000004,Appearance
500003745,leopard,020000003,021000004,Animals
500003746,less,020000002,021000002,Communication
500003747,lessen,020000004,021000003,Notions
500003748,lesson,020000003,021000001,People
500003749,let,020000004,021000001,Functions; Homes and buildings
500003750,letter,020000003,021000001,Culture
500003751,lettuce,020000003,021000003,Food and drink
500003752,level,020000001,021000003,Homes and buildings
500003753,level,020000003,021000002,Homes and buildings; Leisure
500003754,level,020000004,021000004,Homes and buildings
500003755,liar,020000003,021000003,People
500003756,liberal,020000001,021000004,Politics and society
500003757,liberate,020000004,021000003,Politics and society
500003758,liberation,020000003,021000003,Politics and society
500003759,liberty,020000003,021000002,Work and business
500003760,librarian,020000003,021000003,People; Work and business
500003761,library,020000003,021000001,Homes and buildings; People
500003762,license/licence,020000004,021000002,Notions
500003763,lick,020000004,021000004,Food and drink
500003764,lid,020000003,021000004,Homes and buildings; Travel
500003765,lie,020000003,021000003,People
500003766,lie,020000004,021000002,People
500003767,life,020000003,021000001,Politics and society
500003768,lifeguard,020000003,021000003,Sport
500003769,lifeless,020000001,021000004,Health
500003770,lifelong,020000001,021000003,Notions
500003771,lifestyle,020000003,021000002,People
500003772,lifetime,020000003,021000004,Time and space
500003773,lift,020000003,021000003,Homes and buildings; Travel
500003774,lift,020000004,021000003,Politics and society
500003775,light,020000001,021000001,Appearance; Culture; Food and drink; Science and technology
500003776,light,020000003,021000001,Homes and buildings; Science and technology
500003777,light,020000004,021000003,Appearance; Culture; Food and drink; Homes and buildings; Science and technology
500003778,lighten,020000004,021000004,Appearance
500003779,lighter,020000003,021000003,Travel
500003780,lighting,020000003,021000004,Science and technology
500003781,lightly,020000002,021000003,Appearance
500003782,lightning,020000003,021000003,The natural world
500003783,like,020000004,021000001,Communication; Functions
500003784,likely,020000001,021000002,Functions
500003785,likeness,020000003,021000003,Culture
500003786,likewise,020000002,021000004,Notions
500003787,lily,020000003,021000001,The natural world
500003788,limb,020000003,021000004,Appearance
500003789,limit,020000003,021000003,Time and space
500003790,limit,020000004,021000003,Time and space
500003791,limitation,020000003,021000003,Functions
500003792,limited,020000001,021000003,Time and space
500003793,limp,020000004,021000003,Health
500003794,line,020000003,021000001,Appearance; Communication; Culture; Sport; Travel
500003795,line,020000004,021000004,Appearance; Communication; Culture; Sport; Travel
500003796,linen,020000003,021000004,Appearance; Leisure
500003797,liner,020000003,021000004,Appearance; Travel
500003798,ling,020000003,021000004,Animals
500003799,linger,020000004,021000004,Appearance
500003800,link,020000003,021000003,Communication
500003801,link,020000004,021000003,Communication
500003802,lion,020000003,021000001,Animals
500003803,lip,020000003,021000002,Appearance
500003804,liquid,020000001,021000003,Food and drink; Science and technology
500003805,liquid,020000003,021000003,Food and drink; Science and technology
500003806,list,020000003,021000001,Leisure; Travel
500003807,list,020000004,021000004,Leisure; Travel
500003808,listen,020000004,021000001,Culture
500003809,listener,020000003,021000004,Culture
500003810,liter/litre,020000003,021000002,Food and drink; Science and technology
500003811,literal,020000001,021000004,Communication
500003812,literally,020000002,021000004,Communication
500003813,literary,020000001,021000003,Culture
500003814,literature,020000003,021000003,Culture
500003815,litter,020000003,021000004,Animals
500003816,little,020000001,021000001,Communication
500003817,little,020000002,021000001,Communication
500003818,live,020000001,021000003,Communication; Culture; Health; Science and technology
500003819,live,020000004,021000001,Communication; Culture; Health; Science and technology
500003820,lively,020000001,021000002,People
500003821,liver,020000003,021000003,Appearance; Food and drink
500003822,living,020000001,021000001,Politics and society
500003823,living,020000003,021000004,Politics and society
500003824,living room,020000003,021000001,Homes and buildings
500003825,load,020000003,021000002,Science and technology
500003826,load,020000004,021000004,Science and technology
500003827,loaf,020000003,021000003,Food and drink
500003828,loan,020000003,021000004,Homes and buildings; People
500003829,lobby,020000003,021000004,Homes and buildings; Politics and society; Travel
500003830,local,020000001,021000002,Health
500003831,locate,020000004,021000003,Work and business
500003832,location,020000003,021000003,Culture; Homes and buildings; Science and technology
500003833,lock,020000003,021000002,Appearance; Homes and buildings; Sport
500003834,lock,020000004,021000003,Functions; Travel
500003835,lodge,020000003,021000003,Animals; Homes and buildings
500003836,log,020000003,021000003,Travel
500003837,logic,020000003,021000003,Science and technology
500003838,logical,020000001,021000002,Functions
500003839,logo,020000003,021000003,Work and business
500003840,loneliness,020000003,021000004,People
500003841,lonely,020000001,021000001,People
500003842,long,020000001,021000001,Appearance; Sport
500003843,long,020000002,021000002,Appearance; Sport
500003844,long-distance,020000001,021000004,Time and space
500003845,long-term,020000001,021000004,Time and space
500003846,look,020000003,021000001,Functions
500003847,look,020000004,021000001,Functions
500003848,loose,020000001,021000002,Appearance; People
500003849,loosely,020000002,021000004,Notions
500003850,lorry,020000003,021000003,Travel
500003851,lose,020000004,021000002,Leisure; Notions
500003852,loss,020000003,021000003,Notions
500003853,lost,020000001,021000002,Notions
500003854,lot,020000002,021000001,Time and space
500003855,lot,020000003,021000002,Time and space
500003856,lottery,020000003,021000003,Work and business
500003857,loud,020000001,021000003,Appearance; People
500003858,loud,020000002,021000003,Appearance; People
500003859,loudly,020000002,021000002,Notions
500003860,loudspeaker,020000003,021000003,Culture
500003861,lousy,020000001,021000004,Politics and society
500003862,love,020000003,021000001,People; Sport
500003863,love,020000004,021000001,Functions; People
500003864,lovely,020000001,021000001,Appearance; People
500003865,lover,020000003,021000002,People
500003866,lovingly,020000002,021000003,Notions
500003867,low,020000001,021000002,Food and drink
500003868,low,020000002,021000002,Food and drink
500003869,lower,020000004,021000004,Notions
500003870,lowland,020000003,021000004,The natural world
500003871,loyal,020000001,021000003,People
500003872,loyalty,020000003,021000003,Notions
500003873,luck,020000003,021000001,Work and business
500003874,luckily,020000002,021000002,Notions
500003875,lucky,020000001,021000001,Notions
500003876,lucrative,020000001,021000004,Work and business
500003877,luggage,020000003,021000003,Leisure; Travel
500003878,lunch,020000003,021000001,Food and drink
500003879,lunchtime,020000003,021000002,Food and drink; Time and space
500003880,lung,020000003,021000003,Appearance
500003881,lush,020000001,021000004,The natural world
500003882,luxurious,020000001,021000004,Travel
500003883,luxury,020000001,021000004,Homes and buildings
500003884,luxury,020000003,021000003,Homes and buildings
500003885,lyric,020000001,021000002,Culture
500003886,lyrics,020000003,021000004,Notions
500003887,machine,020000003,021000001,Science and technology
500003888,mad,020000001,021000002,Functions; People
500003889,madam,020000003,021000004,People
500003890,madame,020000003,021000004,Notions
500003891,madness,020000003,021000004,Notions
500003892,maestro,020000003,021000004,Culture; People
500003893,magazine,020000003,021000001,Culture
500003894,magic,020000001,021000002,Science and technology
500003895,magic,020000003,021000002,Science and technology
500003896,magical,020000001,021000003,Notions
500003897,magician,020000003,021000003,People; Work and business
500003898,magnificent,020000001,021000003,Notions
500003899,magnify,020000004,021000004,Science and technology
500003900,mail,020000003,021000001,Communication
500003901,mail,020000004,021000003,Communication
500003902,mailbox,020000003,021000003,Homes and buildings
500003903,main,020000001,021000003,Food and drink
500003904,main course,020000003,021000002,Food and drink
500003905,mainly,020000002,021000002,Communication
500003906,maintain,020000004,021000003,Functions; Homes and buildings
500003907,maintenance,020000003,021000003,Work and business
500003908,major,020000001,021000002,Culture
500003909,major,020000003,021000004,People; Politics and society
500003910,majority,020000003,021000003,Politics and society
500003911,make,020000003,021000004,Travel
500003912,make,020000004,021000001,Notions
500003913,maker,020000003,021000002,People; Work and business
500003914,make-up,020000003,021000002,Appearance; Culture; People
500003915,malady,020000003,021000004,Health
500003916,malaria,020000003,021000004,Health
500003917,male,020000001,021000003,Politics and society; Science and technology
500003918,male,020000003,021000002,Science and technology
500003919,mall,020000003,021000002,Homes and buildings; Leisure
500003920,mama/mamma,020000003,021000004,People
500003921,man,020000003,021000001,People; Politics and society
500003922,manage,020000004,021000002,Notions
500003923,management,020000003,021000003,Notions
500003924,manager,020000003,021000002,Culture; Leisure
500003925,mango,020000003,021000004,Food and drink
500003926,manipulate,020000004,021000004,Functions
500003927,mankind,020000003,021000003,People
500003928,manner,020000003,021000002,Appearance
500003929,mansion,020000003,021000004,Homes and buildings
500003930,manual,020000001,021000004,Travel
500003931,manual,020000003,021000004,Travel
500003932,manufacture,020000003,021000004,Work and business
500003933,manufacture,020000004,021000004,Communication
500003934,manufacturer,020000003,021000004,People; Work and business
500003935,manufacturing,020000003,021000004,Work and business
500003936,map,020000003,021000001,The natural world
500003937,maple,020000003,021000003,The natural world
500003938,marathon,020000003,021000004,Sport
500003939,marble,020000003,021000003,Homes and buildings; Leisure
500003940,March,020000003,021000001,Culture; Politics and society; Time and space
500003941,march,020000003,021000003,Culture; Politics and society; Time and space
500003942,march,020000004,021000003,Politics and society
500003943,margin,020000003,021000004,Culture
500003944,marine,020000001,021000003,The natural world; Travel
500003945,mark,020000003,021000002,People
500003946,mark,020000004,021000002,People; Sport
500003947,marked,020000001,021000003,Appearance
500003948,market,020000003,021000002,Leisure
500003949,market,020000004,021000003,Leisure
500003950,marketing,020000003,021000004,Work and business
500003951,marriage,020000003,021000003,People; Politics and society
500003952,married,020000001,021000002,People
500003953,marry,020000004,021000002,People; Politics and society
500003954,martial art,020000003,021000004,Sport
500003955,marvelous/marvellous,020000001,021000002,Notions
500003956,mash,020000004,021000003,Food and drink
500003957,mask,020000003,021000004,Appearance; Health; Sport
500003958,mass,020000001,021000003,Politics and society; Science and technology
500003959,mass,020000003,021000004,Politics and society; Science and technology
500003960,massacre,020000003,021000004,People; Politics and society
500003961,massage,020000003,021000004,Health
500003962,masseur,020000003,021000004,People; Work and business
500003963,massive,020000001,021000003,Notions
500003964,master,020000003,021000004,Culture; People
500003965,masterpiece,020000003,021000004,Culture
500003966,mastery,020000003,021000004,Science and technology
500003967,match,020000003,021000001,Functions; People; Sport
500003968,match,020000004,021000003,Appearance; Functions
500003969,mate,020000003,021000004,Animals; People; Travel
500003970,material,020000003,021000002,Appearance; Science and technology
500003971,math/maths,020000003,021000001,Science and technology
500003972,mathematical,020000001,021000004,Science and technology
500003973,mathematician,020000003,021000003,Science and technology
500003974,mathematics,020000003,021000003,People; Science and technology
500003975,matter,020000003,021000001,Science and technology
500003976,matter,020000004,021000002,Science and technology
500003977,mature,020000001,021000004,Food and drink; People
500003978,mausoleum,020000003,021000004,People
500003979,max,020000003,021000002,Functions
500003980,maximum,020000001,021000003,Science and technology
500003981,maximum,020000003,021000003,Science and technology
500003982,May,020000003,021000001,Time and space
500003983,maybe,020000002,021000001,Functions
500003984,mayor,020000003,021000003,Politics and society
500003985,meal,020000003,021000001,Food and drink; The natural world
500003986,mean,020000001,021000002,People; Science and technology
500003987,mean,020000003,021000004,Science and technology
500003988,mean,020000004,021000001,Notions
500003989,meaning,020000003,021000002,Communication
500003990,meaningful,020000001,021000003,Notions
500003991,means,020000003,021000004,Notions
500003992,meanwhile,020000002,021000003,Time and space
500003993,measure,020000003,021000003,Culture; Science and technology
500003994,measure,020000004,021000003,Food and drink; Science and technology
500003995,measurement,020000003,021000003,Science and technology
500003996,meat,020000003,021000001,Food and drink
500003997,mechanic,020000003,021000003,Science and technology; Travel
500003998,mechanical,020000001,021000003,Science and technology
500003999,mechanize/mechanise,020000004,021000004,Work and business
500004000,medal,020000003,021000002,Politics and society; Sport
500004001,media,020000003,021000004,Science and technology
500004002,medical,020000001,021000002,Health
500004003,medication,020000003,021000004,Health
500004004,medicine,020000003,021000001,Health; Science and technology
500004005,medieval/mediaeval,020000001,021000004,Homes and buildings; Time and space
500004006,mediocre,020000001,021000004,Notions
500004007,meditate,020000004,021000003,Politics and society
500004008,meditation,020000003,021000003,Politics and society
500004009,Mediterranean,020000003,021000003,Animals
500004010,medium,020000001,021000003,Culture; Science and technology
500004011,medium,020000003,021000003,Culture; Science and technology
500004012,meet,020000004,021000001,Travel
500004013,meeting,020000003,021000001,Politics and society; Sport
500004014,melody,020000003,021000004,Culture
500004015,melon,020000003,021000002,Food and drink
500004016,melt,020000004,021000003,Science and technology; The natural world
500004017,member,020000003,021000002,People
500004018,membership,020000003,021000003,People
500004019,memorable,020000001,021000003,Notions
500004020,memorial,020000003,021000004,Politics and society
500004021,memorize/memorise,020000004,021000003,People
500004022,memory,020000003,021000001,Science and technology
500004023,mend,020000004,021000003,Functions
500004024,mental,020000001,021000003,Health
500004025,mentally,020000002,021000003,Health
500004026,mention,020000003,021000002,Work and business
500004027,mention,020000004,021000003,Work and business
500004028,mentor,020000003,021000004,Functions
500004029,menu,020000003,021000002,Food and drink; Science and technology
500004030,merchandise,020000003,021000004,Travel
500004031,merchant,020000003,021000003,People; Work and business
500004032,mercy,020000003,021000004,People
500004033,mere,020000001,021000003,Appearance
500004034,merely,020000002,021000003,Notions
500004035,merge,020000004,021000004,Politics and society
500004036,merger,020000003,021000004,Notions
500004037,merry,020000001,021000001,People
500004038,mess,020000003,021000003,Health
500004039,mess,020000004,021000004,Health
500004040,message,020000003,021000001,Communication; Culture
500004041,message board,020000003,021000003,Communication
500004042,messenger,020000003,021000004,People; Work and business
500004043,messy,020000001,021000003,Notions
500004044,metal,020000003,021000002,Science and technology
500004045,metaphor,020000003,021000004,Communication; Culture
500004046,meter/metre,020000003,021000002,Culture; Science and technology
500004047,method,020000003,021000002,Science and technology
500004048,metric,020000001,021000004,Science and technology
500004049,micro,020000003,021000004,Appearance
500004050,microbe,020000003,021000004,Science and technology
500004051,microcomputer,020000003,021000004,Homes and buildings; Travel
500004052,micrometer/micrometre,020000003,021000004,Science and technology
500004053,microorganism,020000003,021000004,Appearance
500004054,microphone,020000003,021000004,Culture
500004055,microscope,020000003,021000004,Science and technology
500004056,microscopic,020000001,021000004,Appearance
500004057,microscopy,020000003,021000004,Notions
500004058,microwave,020000003,021000004,Food and drink; Science and technology
