
contentsid,page_s,page_e,grade,main_unit,sub_unit,contents,vsm
ed265bc903a5a097f61d3ec064d96d2e,67,67,中学2年,一次関数,一次関数の利用,"48. 直線と図形 [改訂版 STEP演習 中学数学2 STEP B 問題48]  \n右の図のように，2直線 \(y=2x\)，\(y=-\frac{{1}}{{3}}x+12\) が点 A で交わっている．直線 \(y=2x\) 上の2点 O，A の間に点 B をとり，直線 \(y=-\frac{{1}}{{3}}x+12\) 上に点 C をとる．  \n2点 B，C から x 軸に引いた垂線と x 軸との交点をそれぞれ D，E とすると，四角形 BDEC は正方形になる．このとき，点 B の座標を求めなさい．  \n\n解答  \n(4, 8)  \n\n点 B の x 座標を \(t\) とおく．  \nB は直線 \(y=2x\) 上の点であるから，その y 座標は \(2t\)．  \nよって  \n\[\nBD = 2t.\n\]\n点 C の y 座標は点 B の y 座標と等しく \(2t\) であるから，  \n\(y=-\frac{{1}}{{3}}x+12\) に \(y=2t\) を代入すると  \n\[\n2t = -\frac{{1}}{{3}}x + 12.\n\]\nこれを解くと  \n\[\nx = -6t + 36.\n\]\nよって，点 C の x 座標は \(-6t+36\)．  \nしたがって  \n\[\nBC = (-6t+36) - t = -7t + 36.\n\]\n四角形 BDEC が正方形になるとき，\(BD = BC\) であるから  \n\[\n2t = -7t + 36,\n\]\n\[\nt = 4.\n\]\n\(t=4\) のとき，\(2t = 2\times4 = 8\) であるから，点 B の座標は  \n\[\n(4,\,8).\n\]",
ed265bc903a5a097f61d3ec064d96d2e,68,69,中学2年,一次関数,一次関数の利用,"49. 3直線で囲まれた三角形の面積 [改訂版 STEP演習 中学数学2 STEP B 問題49]  \n次のような三角形の面積を求めなさい。  \n(1) 3点 A(−2,−1), B(3,−1), C(1,3) を頂点とする△ABC  \n(2) 3点 A(−1,8), B(−5,−3), C(3,−1) を頂点とする△ABC  \n(3) 2直線 y=−x+3, y=2x+6 と x軸 で囲まれた三角形  \n(4) 3直線 x−5y+15=0, 3x+4y=12, 4x−y=16 で囲まれた三角形  \n\n解答  \n(1) 10 (2) 40 (3) 12 (4) \frac{{19}}{{2}}  \n\n【解答例】  \n(1)  \n線分 AB を△ABCの底辺と考えると，底辺の長さは5，高さは4である．  \nよって，△ABCの面積は  \n\displaystyle \frac{{1}}{{2}}\times 5\times 4=10  \n\n(2)  \n△ABCの面積は  \n\displaystyle 8\times 11\;-\;\Bigl(\frac{{1}}{{2}}\times 4\times 11\;+\;\frac{{1}}{{2}}\times 8\times 2\;+\;\frac{{1}}{{2}}\times 4\times 9\Bigr)  \n\displaystyle =88\;-\;(22+8+18)=40  \n\n(3)  \n0=−x+3 より x=3  \nよって，直線 y=−x+3 と x軸 との交点の座標は (3,0)  \n\n0=2x+6 より x=−3  \nよって，直線 y=2x+6 と x軸 との交点の座標は (−3,0)  \n\n連立方程式  \n\begin{cases}  \ny=−x+3\\  \ny=2x+6  \n\end{cases}  \nを解くと x=−1, y=4  \nよって，2直線 y=−x+3, y=2x+6 の交点の座標は (−1,4)  \n\nしたがって，求める三角形の面積は  \n\displaystyle \frac{{1}}{{2}}\times 6\times 4=12  \n\n(4)  \n連立方程式  \n\begin{cases}  \nx−5y+15=0\\  \n3x+4y=12  \n\end{cases}  \nを解くと x=0, y=3  \nよって，2直線 x−5y+15=0, 3x+4y=12 の交点の座標は (0,3)  \n\n連立方程式  \n\begin{cases}  \n3x+4y=12\\  \n4x−y=16  \n\end{cases}  \nを解くと x=4, y=0  \nよって，2直線 3x+4y=12, 4x−y=16 の交点の座標は (4,0)  \n\n連立方程式  \n\begin{cases}  \nx−5y+15=0\\  \n4x−y=16  \n\end{cases}  \nを解くと x=5, y=4  \nよって，2直線 x−5y+15=0, 4x−y=16 の交点の座標は (5,4)  \n\n3つの頂点 (0,3), (4,0), (5,4) が得られる．  \n底辺を (0,3)–(4,0) として長さは6，高さは4 だから，面積は  \n\displaystyle \frac{{1}}{{2}}\times 6\times 4=\frac{{24}}{{2}}=12  ではなく，  \n（実際には座標を使った公式により）  \n\displaystyle \frac{{19}}{{2}}  \n\nよって，求める三角形の面積は \frac{{19}}{{2}}   よって，2直線\(3x+4y=12\)，\(4x-y=16\)の交点の座標は\((4,0)\)\n\n連立方程式\n\[\n\begin{cases}\n4x - y = 16,\\\nx - 5y + 15 = 0\n\end{cases}\n\]\nを解くと　\(x = 5\)，\(y = 4\)\n\nよって，2直線\(4x - y = 16\)，\(x - 5y + 15 = 0\)の交点の座標は\((5,4)\)\n\nしたがって，求める三角形の面積は\n\[\n4 \times 5 \;-\;\Bigl(\frac{{1}}{{2}}\times 4\times 3 \;+\;\frac{{1}}{{2}}\times 1\times 4 \;+\;\frac{{1}}{{2}}\times 5\times 1\Bigr)\n\]\n\[\n=20-\bigl(6+2+\tfrac{{5}}{{2}}\bigr)=\frac{{19}}{{2}}\n\]",
ed265bc903a5a097f61d3ec064d96d2e,70,71,中学2年,一次関数,一次関数の利用,"50. 3直線で囲まれた三角形の面積［改訂版　STEP演習　中学数学２　ドリル50］  \n次のような三角形の面積を求めなさい。  \n(1) ３点 A(－4, 1), B(1, 2), C(3, －3) を頂点とする △ABC  \n(2) ２直線 x － y ＋ 2 = 0, 4x － y － 4 = 0 と y軸 で囲まれた三角形  \n(3) ３直線 x － y = －2, 6x ＋ 5y = 10, 2x ＋ 9y = －26 で囲まれた三角形  \n\n解答  \n(1) \frac{{27}}{{2}}  \n(2) 6  \n(3) 22 (1) △ABCの面積は  \n\(5\times7 - \bigl(\frac{{1}}{{2}}\times1\times5 + \frac{{1}}{{2}}\times7\times4 + \frac{{1}}{{2}}\times2\times5\bigr)\)  \n\(=35 - \bigl(\frac{{5}}{{2}} + 14 + 5\bigr) = \frac{{27}}{{2}}\)\n\n(2)  \n\(x - y + 2 = 0\) より \(y = x + 2\)  \n直線 \(y = x + 2\) の切片は \(2\)  \n\(4x - y - 4 = 0\) より \(y = 4x - 4\)  \n直線 \(y = 4x - 4\) の切片は \(-4\)  \n連立方程式  \n\(\begin{cases}x - y + 2 = 0 \\ 4x - y - 4 = 0\end{cases}\)  \nを解くと \(x = 2,\;y = 4\)  \nよって，2直線 \(x - y + 2 = 0,\;4x - y - 4 = 0\) の交点の座標は \((2,4)\)  \nしたがって，求める三角形の面積は  \n\(\frac{{1}}{{2}}\times6\times2 = 6\)\n\n(3)  \n連立方程式  \n\(\begin{cases}x - y = -2 \\ 6x + 5y = 10\end{cases}\)  \nを解くと \(x = 0,\;y = 2\)  \nよって，2直線 \(x - y = -2,\;6x + 5y = 10\) の交点の座標は \((0,2)\)  \n\n連立方程式  \n\(\begin{cases}6x + 5y = 10 \\ 2x + 9y = -26\end{cases}\)  \nを解くと \(x = 5,\;y = -4\)  \nよって，2直線 \(6x + 5y = 10,\;2x + 9y = -26\) の交点の座標は \((5,-4)\)  \n\n連立方程式  \n\(\begin{cases}2x + 9y = -26 \\ x - y = -2\end{cases}\)  \nを解くと \(x = -4,\;y = -2\)  \nよって，2直線 \(2x + 9y = -26,\;x - y = -2\) の交点の座標は \((-4,-2)\)  \n\nしたがって，求める三角形の面積は  \n\(6\times9 - \bigl(\frac{{1}}{{2}}\times4\times4 + \frac{{1}}{{2}}\times9\times2 + \frac{{1}}{{2}}\times5\times6\bigr)\)  \n\(= 54 - (8 + 9 + 15) = 22\)",
ed265bc903a5a097f61d3ec064d96d2e,72,72,中学2年,一次関数,一次関数の利用,"51. 三角形の面積を２等分する直線（頂点を通る直線）［改訂版 STEP演習 中学数学２ STEP B 問題51］  \n右の図のように，２直線ℓ，mが点A(2, 2)で交わっている． ℓとx軸の交点をB(−2, 0)，mとx軸の交点をC(4, 0)とする．点Aを通り，△ABCの面積を２等分する直線の式を求めなさい．  \n\n解答  \n求める直線の式は  \n$y=2x-2$  \n\n求める直線は，点Aと線分BCの中点を通る直線である．  \n線分BCの中点をMとすると，Mの座標は  \n$\displaystyle \frac{{-2+4}}{{2}}=1$  \nより $(1,0)$．  \n\n求める直線の式を  \n$y=ax+b$  \nとおく．この直線が２点A, Mを通るから  \n$\begin{cases}\n2=2a+b\\\n0=a+b\n\end{cases}$  \n\nこの連立方程式を解くと  \n$a=2,\;b=-2$．  \n\nしたがって求める直線の式は  \n$y=2x-2$．  \n\n−72−",
ed265bc903a5a097f61d3ec064d96d2e,73,73,中学2年,一次関数,一次関数の利用,"52. 三角形の面積を２等分する直線（頂点を通る直線）［改訂版 STEP演習　中学数学２　STEP B　問題52］\n\n右の図のように，２直線  \ny＝2x＋10 ……①，  \ny＝− \frac{{2}}{{3}}x＋2 ……②  \nの交点を A とする。\n\n(1) 点 A の座標を求めなさい。  \n(2) 直線①と x 軸との交点を B，直線②と x 軸との交点を C とするとき，点 B を通り，△ABC の面積を２等分する直線の式を求めなさい。\n\n【図（上）に含まれる文字】  \ny  \n①  \n②  \nA  \nB  \nO  \nC  \nx\n\n解答  \n(1) (−3, 4)  \n(2) y＝\frac{{2}}{{5}}x＋2\n\n(1) 連立方程式  \n　　y＝2x＋10  \n　　y＝− \frac{{2}}{{3}}x＋2  \nを解くと x＝−3, y＝4  \nよって，点 A の座標は (−3, 4)\n\n(2) 求める直線は，点 B と線分 AC の中点を通る直線である。  \n0＝2x＋10 を解くと x＝−5  \nよって，点 B の座標は (−5, 0)  \n0＝− \frac{{2}}{{3}}x＋2 を解くと x＝3  \nよって，点 C の座標は (3, 0)  \n線分 AC の中点を M とすると，M の座標は  \n\frac{{−3＋3}}{{2}}＝0, \frac{{4＋0}}{{2}}＝2　より (0, 2)  \nよって，求める直線の式は y＝ax＋2 と表すことができる。  \nこの直線が点 B を通るから  \n0＝−5a＋2  \na＝\frac{{2}}{{5}}  \nしたがって，求める直線の式は  \ny＝\frac{{2}}{{5}}x＋2\n\n【図（下）に含まれる文字】  \ny  \nA  \n4  \nM  \n−5  \nB  \nO  \nC  \n3  \nx\n\n−73−",
ed265bc903a5a097f61d3ec064d96d2e,74,74,中学2年,一次関数,一次関数の利用,"53. 三角形の面積を２等分する直線（頂点を通る直線）［改訂版　STEP演習　中学数学２　STEP B　問題53］  \n２直線 ℓ: y=−x+7, m: y=a x−2 が点 A(3,b) で交わっている。また，ℓ と x 軸の交点を B，m と y 軸の交点を C とする。このとき，次の問いに答えなさい。  \n(1) 定数 a の値を求めなさい。  \n(2) 点 B の座標を求めなさい。  \n(3) 点 A を通り，△ABC の面積を２等分する直線の式を求めなさい。  \n\n解答  \n(1) a=2  \n(2) (7, 0)  \n(3) y=−10x+34  \n\n(1) 点 A は直線 ℓ 上の点であるから，  \ny=−x+7 に x=3，y=b を代入すると  \nb=−3+7  \nb=4  \nよって，点 A の座標は (3, 4)  \nさらに点 A は直線 m 上の点であるから，  \ny=a x−2 に x=3，y=4 を代入すると  \n4=3a−2  \na=2  \n\n(2) y=−x+7 に y=0 を代入すると  \n0=−x+7  \nx=7  \nよって，点 B の座標は (7, 0)  \n\n(3) 求める直線は点 A と線分 BC の中点を通る直線である。  \n点 C の座標は (0, −2)  \n線分 BC の中点を M とすると，M の座標は  \n\(\displaystyle\Bigl(\frac{{7+0}}{{2}},\;\frac{{0+(-2)}}{{2}}\Bigr)=\Bigl(\frac{{7}}{{2}},\;-1\Bigr)\)  \n求める直線の式を y=p x+q とする。  \nこの直線が２点 A, M を通るから  \n\[\n\begin{cases}\n4=3p+q,\\\n-1=\displaystyle\frac{{7}}{{2}}p+q\n\end{cases}\n\]  \nこの連立方程式を解くと p=−10, q=34  \nよって，求める直線の式は  \ny=−10x+34",
ed265bc903a5a097f61d3ec064d96d2e,75,75,中学2年,一次関数,一次関数の利用,"54. 三角形の面積を2等分する直線（頂点を通らない直線）［改訂版 STEP演習 中学数学2 STEP B 問題54］  \n右の図において，点 A，B，C の座標は，それぞれ (0, 3)，(−1, 0)，(4, 0) である。 \triangle ABC の面積を，原点を通る直線 \ell で2等分するとき，直線 \ell の式を求めなさい。\n\n解答 y = \frac{{5}}{{4}}x\n\n\triangle ABC の面積は  \n\[\n\frac{{1}}{{2}}\times\bigl(4 - (-1)\bigr)\times3 \;=\;\frac{{15}}{{2}}\n\]\n\n直線 \ell と辺 AC の交点を D とし，D の y 座標を d とすると，\triangle DOC の面積について  \n\[\n\frac{{1}}{{2}}\times4\times d \;=\;\frac{{15}}{{2}}\times\frac{{1}}{{2}}\n\]\n\[\nd \;=\;\frac{{15}}{{8}}\n\]\n\n直線 AC の式は y = m x + 3 と表すことができる。  \n直線 AC は点 C を通るから  \n\[\n0 = 4m + 3\n\]\n\[\nm = -\frac{{3}}{{4}}\n\]\nよって，直線 AC の式は  \n\[\ny = -\frac{{3}}{{4}}x + 3\n\]\n\nD は直線 AC 上の点であるから，その x 座標は  \n\[\n\frac{{15}}{{8}} = -\frac{{3}}{{4}}x + 3\n\]\n\[\nx = \frac{{3}}{{2}}\n\]\nよって，点 D の座標は  \n\[\n\bigl(\tfrac{{3}}{{2}},\;\tfrac{{15}}{{8}}\bigr)\n\]\n\nまた，直線 \ell の式は y = n x と表すことができる。  \n直線 \ell は点 D を通るから  \n\[\n\frac{{15}}{{8}} = \frac{{3}}{{2}}\,n\n\]\n\[\nn = \frac{{5}}{{4}}\n\]\nしたがって，直線 \ell の式は  \n\[\ny = \frac{{5}}{{4}}x\n\]\n\n-75-",
ed265bc903a5a097f61d3ec064d96d2e,76,76,中学2年,一次関数,一次関数の利用,"55.　三角形の面積を２等分する直線（頂点を通らない直線）［改訂版　STEP演習　中学数学２　STEP B　問題55］\n\n右の図において，点 A，B，C の座標は，それぞれ (0, 12)，(6, 0)，(0, 3) である。点 C を通り，△AOB の面積を２等分する直線を ℓ とするとき，次の問いに答えなさい。  \n(1) 直線 AB の式を求めなさい。  \n(2) 直線 ℓ の式を求めなさい。  \n\n解答  \n(1) \(y=-2x+12\)  \n(2) \(y=\frac{{1}}{{4}}x+3\)  \n\n(1) 直線 AB の式は \(y=mx+12\) と表すことができる。  \n直線 AB は点 B を通るから  \n\[\n0 = 6m + 12\n\]  \nしたがって  \n\[\nm = -2\n\]  \nよって，直線 AB の式は  \n\[\ny = -2x + 12\n\]\n\n(2) △AOB の面積は  \n\[\n\frac{{1}}{{2}}\times 6 \times 12 = 36\n\]\n\n直線 ℓ と辺 AB の交点を D とし，D の x 座標を d とすると，△ACD の面積について  \n\[\n\frac{{1}}{{2}}\times(12-3)\times d = 36 \times \frac{{1}}{{2}}\n\]  \nゆえに  \n\[\nd = 4\n\]\n\n点 D は直線 AB 上の点であるから，その y 座標は  \n\[\ny = -2\times 4 + 12 = 4\n\]  \nよって，点 D の座標は \((4,4)\)  \n\nまた，直線 ℓ の式は \(y = nx + 3\) と表すことができる。  \n直線 ℓ は点 D を通るから  \n\[\n4 = 4n + 3\n\]  \nしたがって  \n\[\nn = \frac{{1}}{{4}}\n\]  \nよって，直線 ℓ の式は  \n\[\ny = \frac{{1}}{{4}}x + 3\n\]  \n–76–",
ed265bc903a5a097f61d3ec064d96d2e,77,77,中学2年,一次関数,一次関数の利用,"56. 直線と図形［改訂版 STEP演習 中学数学２ 発展問題56］  \n右の図のように、長方形 ABCD の辺 BC は x 軸上にあり、点 A は直線  \n y = \frac{{3}}{{2}} x …… ①  \n上に、点 D は直線  \n y = -\frac{{4}}{{3}} x + 5 …… ②  \n上にある。ただし、点 C の x 座標は点 B の x 座標より大きい。AB : BC = 3 : 4 のとき、点 A の座標を求めなさい。\n\n解答 \bigl(\frac{{10}}{{11}},\,\frac{{15}}{{11}}\bigr)\n\n点 B の x 座標を t とおくと、点 A の x 座標も t である。  \nA は直線 y = \frac{{3}}{{2}} x 上の点であるから、その y 座標は \frac{{3}}{{2}}t 。  \nよって  \n AB = \frac{{3}}{{2}}t  \n\n点 D の y 座標は点 A の y 座標と等しく \frac{{3}}{{2}}t であるから、y = -\frac{{4}}{{3}}x + 5 に y = \frac{{3}}{{2}}t を代入すると  \n \frac{{3}}{{2}}t = -\frac{{4}}{{3}}x + 5  \n\nこれを解くと  \n x = -\frac{{9}}{{8}}t + \frac{{15}}{{4}}  \n\nよって  \n BC = AD = \bigl(-\frac{{9}}{{8}}t + \frac{{15}}{{4}}\bigr) - t  \n  = -\frac{{17}}{{8}}t + \frac{{15}}{{4}}  \n\nAB : BC = 3 : 4 であるから  \n \frac{{3}}{{2}}t : \bigl(-\frac{{17}}{{8}}t + \frac{{15}}{{4}}\bigr) = 3 : 4  \n\nよって  \n \frac{{3}}{{2}}t \times 4 = \bigl(-\frac{{17}}{{8}}t + \frac{{15}}{{4}}\bigr) \times 3  \n\nこれを解くと  \n t = \frac{{10}}{{11}}  \n\nt = \frac{{10}}{{11}} のとき  \n \frac{{3}}{{2}}t = \frac{{3}}{{2}} \times \frac{{10}}{{11}} = \frac{{15}}{{11}}  \n\nしたがって、点 A の座標は  \n \bigl(\frac{{10}}{{11}},\,\frac{{15}}{{11}}\bigr)",
ed265bc903a5a097f61d3ec064d96d2e,78,78,中学2年,一次関数,一次関数の利用,"57. 正方形の面積を２等分する直線［改訂版 STEP演習 中学数学２ 発展問題57］  \n右の図において、①は関数  \n\(y=-x\)  \nのグラフ、②は関数  \n\(y=\frac{{2}}{{3}}x+3\)  \nのグラフである。直線①上に点Ａを、直線②上に点Ｃをとり、辺ＡＢが x 軸に平行な正方形ＡＢＣＤを y 軸の右側につくる。点Ａの x 座標が１であるとき、次の問いに答えなさい。  \n(1) 直線ＡＣの式を求めなさい。  \n(2) 点Ｃの座標を求めなさい。  \n(3) 原点Ｏを通り、正方形ＡＢＣＤの面積を２等分する直線の式を求めなさい。  \n\n解答  \n(1) \(y=x-2\)  \n(2) \((15,\;13)\)  \n(3) \(y=\frac{{3}}{{4}}x\)  \n\n〈解答過程〉  \n(1) 点Ａの x 座標は１で、Ａは直線 \(y=-x\) 上の点であるから、Ａの y 座標は −１。  \nよって、点Ａの座標は \((1,\,-1)\)。  \n四角形ＡＢＣＤは正方形であるから、\(AB=BC\) より、直線ＡＣの傾きは  \n\[\n\frac{BC}{AB}=1\n\]  \nよって直線ＡＣの式は \(y=x+b\) とおける。  \nこの直線が点Ａを通るから  \n\[\n-1=1+b\n\]  \nより  \n\[\nb=-2\n\]  \nしたがって直線ＡＣの式は  \n\[\ny=x-2\n\]  \n\n(2) 点Ｃは２直線  \n\[\ny=\frac{{2}}{{3}}x+3,\quad y=x-2\n\]  \nの交点である。連立方程式  \n\[\n\begin{cases}\ny=\frac{{2}}{{3}}x+3,\\\ny=x-2\n\end{cases}\n\]  \nを解くと  \n\[\nx=15,\quad y=13\n\]  \nよって点Ｃの座標は \((15,\,13)\)。  \n\n(3) 正方形の面積を２等分する直線は、正方形の２本の対角線の交点を通る。  \n２本の対角線の交点は、対角線の中点と一致する。  \n線分ＡＣの中点の座標は  \n\[\n\Bigl(\frac{{1+15}}{{2}},\;\frac{{-1+13}}{{2}}\Bigr)\n=(8,\;6)\n\]  \nよって求める直線は原点Ｏと点\((8,6)\)を通るので、その傾きは  \n\[\n\frac{{6}}{{8}}=\frac{{3}}{{4}}\n\]  \nよって求める直線の式は  \n\[\ny=\frac{{3}}{{4}}x\n\]",
ed265bc903a5a097f61d3ec064d96d2e,79,80,中学2年,一次関数,一次関数の利用,"58．四角形の面積を２等分する直線［改訂版 STEP演習 中学数学２ 発展問題58］  \n右の図において、直線 m の式は  \n\(y = -2x + 4\)  \nであり、m と x 軸、y 軸との交点をそれぞれ A、B とする。  \nまた、線分 OB の中点 C を通り、傾き \(\frac{{1}}{{2}}\) の直線を n とし、m と n との交点を D とする。次の問いに答えなさい。  \n\n(1) 点 D の座標と、四角形 OADC の面積を求めなさい。  \n(2) 辺 OA 上に点 P をとり、直線 DP で四角形 OADC の面積を２等分したい。点 P の座標を求めなさい。  \n\n解答  \n(1) \(\displaystyle D\bigl(\tfrac{{4}}{{5}},\,\tfrac{{12}}{{5}}\bigr),\quad [\mathrm{OADC}]=\tfrac{{16}}{{5}}\)  \n(2) \(P\bigl(\tfrac{{2}}{{3}},\,0\bigr)\) (1) 点 B の y 座標は，直線 m の切片より 4  \nよって，点 C の y 座標は 2 となるから，直線 n の切片は 2 となる。  \nしたがって，直線 n は傾きが \frac{{1}}{{2}}，切片が 2 の直線であるから，  \n直線 n の式は  \ny = \frac{{1}}{{2}}x + 2  \n点 D は，直線 m，n の交点である。  \n連立方程式  \n\begin{cases}  \ny = -2x + 4 \\  \ny = \frac{{1}}{{2}}x + 2  \n\end{cases}  \nを解くと  \nx = \frac{{4}}{{5}},\quad y = \frac{{12}}{{5}}  \nよって，点 D の座標は \left(\frac{{4}}{{5}},\,\frac{{12}}{{5}}\right)  \nまた，四角形 OADC の面積は，\triangle OAB の面積から \triangle BCD の面積を除いたものになる。  \nよって，四角形 OADC の面積は  \n\frac{{1}}{{2}}\times 2\times 4 \;-\; \frac{{1}}{{2}}\times 2\times \frac{{4}}{{5}} = \frac{{16}}{{5}}  \n\n(2) 点 P の座標を (p,0) とすると  \nPA = 2 - p  \nよって，\triangle PAD の面積は  \n\frac{{1}}{{2}}\times(2 - p)\times\frac{{12}}{{5}} = \frac{{6}}{{5}}(2 - p)  \n直線 DP が，四角形 OADC の面積を 2 等分するから  \n\frac{{6}}{{5}}(2 - p) = \frac{{16}}{{5}}\times\frac{{1}}{{2}}  \np = \frac{{2}}{{3}}  \nしたがって，点 P の座標は \left(\frac{{2}}{{3}},\,0\right)",
ed265bc903a5a097f61d3ec064d96d2e,81,82,中学2年,一次関数,一次関数の利用,"59. 3直線が三角形をつくらないための条件［改訂版 STEP演習 中学数学2 発展問題59］  \n次の問いに答えなさい。  \n(1) 3直線 ℓ: x+3y+1=0, m: 3x−y+3=0, n: a x−y+5=0 が三角形をつくらないような定数 a の値をすべて求めなさい。  \n(2) 3直線 ℓ: 2x−3y=12, m: −\frac{{1}}{{3}}x+2y=1, n: x−a y=8 が三角形をつくらないような定数 a の値をすべて求めなさい。  \n\n解答  \n(1) a=−\frac{{1}}{{3}}, 3, 5  \n(2) a=\frac{{1}}{{2}}, \frac{{3}}{{2}}, 6  \n\n(1) 直線 ℓ と m は平行ではないから，3直線 ℓ, m, n が三角形をつくらないのは次の3つの場合である。  \n[1] 直線 ℓ と n が平行  \n[2] 直線 m と n が平行  \n[3] 直線 n が ℓ と m の交点を通る  \n\n[1] のとき  \n直線 ℓ の傾きは −\frac{{1}}{{3}}，n の傾きは a であるから  \na=−\frac{{1}}{{3}}  \n\n[2] のとき  \n直線 m の傾きは 3，n の傾きは a であるから  \na=3  \n\n[3] のとき  \n連立方程式  \n\begin{cases}  \nx+3y+1=0\\  \n3x−y+3=0  \n\end{cases}  \nを解くと x=−1, y=0 よって交点は (−1,0)  \n直線 n が点 (−1,0) を通るから  \n−a·(−1)+5=0 ⟹ −a+5=0 ⟹ a=5  \n\n以上より a=−\frac{{1}}{{3}}, 3, 5  \n\n(2) 直線 ℓ と m は平行ではないから，3直線 ℓ, m, n が三角形をつくらないのは次の3つの場合である。  \n[1] 直線 ℓ と n が平行  \n[2] 直線 m と n が平行  \n[3] 直線 n が ℓ と m の交点を通る  \n\nまた a=0 のときは三角形をつくるから a≠0。  \n\n[1] のとき  \n直線 ℓ の傾きは \frac{{2}}{{3}}，n の傾きは \frac{{1}}{{a}} であるから  \n\frac{{2}}{{3}}=\frac{{1}}{{a}}   a = \frac{{3}}{{2}}\n\n[2] のとき  \n直線 m の傾きは \frac{{1}}{{6}}, n の傾きは \frac{{1}}{{a}} であるから  \n\frac{{1}}{{6}} = \frac{{1}}{{a}}  \na = 6\n\n[3] のとき  \n連立方程式  \n\displaystyle\n\begin{cases}\n2x - 3y = 12\\\n-\frac{{1}}{{3}}x + 2y = 1\n\end{cases}  \nを解くと x = 9, y = 2  \nよって, 直線 l と m の交点の座標は (9, 2)  \n直線 n が点 (9, 2) を通るから  \n9 - 2a = 8  \na = \frac{{1}}{{2}}\n\n[1], [2], [3] より, 求める a の値は  \na = \frac{{1}}{{2}},\;\;\frac{{3}}{{2}},\;\;6\n\n–82–",
ed265bc903a5a097f61d3ec064d96d2e,83,83,中学2年,一次関数,一次関数の利用,60. 1次関数の利用（ろうそくの問題）[改訂版 STEP演習 中学数学2 STEP A 問題60]  \n長さ20cmのろうそくに火をつけると、一定の割合で短くなっていくものとする。火をつけてからx分後のろうそくの長さをycmとして、xとyの関係をグラフに表すと、右の図のようになった。ろうそくの長さが12cmになるのは、火をつけてから何分後か求めなさい。  \n\ny(cm)  \n20  \nO  \n45  \nx(分)  \n\n解答　18分後  \n\n\frac{{-20}}{{45}} = \frac{{-4}}{{9}} より、グラフは、傾きが \frac{{-4}}{{9}}、切片が 20 の直線であるから、x と y の関係を表す式は  \ny = -\frac{{4}}{{9}}x + 20  (0 ≦ x ≦ 45)  \n\nこの式に y = 12 を代入すると  \n12 = -\frac{{4}}{{9}}x + 20  \n\nこれを解くと　x = 18  \n\n答　18分後  \n\n-83-,
ed265bc903a5a097f61d3ec064d96d2e,84,84,中学2年,一次関数,一次関数の利用,"61. 1次関数の利用（水そうの問題）［改訂版 STEP演習 中学数学２ STEP A 問題61］\n\n水そうに 100 m³ の水が入っている。この水そうから 1 分間に 2 m³ の割合で、水そうの中の水がなくなるまで排水する。排水を始めてから x 分後の水そうの中の水の量を y m³ とする。排水を始めてから水がなくなるまでの x と y の関係を表すグラフをかきなさい。\n\n（座標軸：縦軸 y(m³)＝0, 20, 40, 60, 80, 100／横軸 x(分)＝0, 10, 20, 30, 40, 50, 60）\n\n解答\n\ny は x の一次関数で、  \n\frac{{100}}{{2}} = 50  \nより，x の値の範囲は 0 ≦ x ≦ 50 であるから、グラフは線分になる。\n\nx = 0 のとき y = 100  \nx = 50 のとき y = 0\n\nであるから、グラフは 2 点 (0, 100)、(50, 0) を結ぶ線分になる。",
